2484898766 function calls (2481869999 primitive calls) in 746.877 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 progress.py:573(__init__)
        6    0.000    0.000    0.000    0.000 progress.py:616(console)
        8    0.000    0.000    0.000    0.000 progress.py:620(tasks)
        2    0.000    0.000    0.001    0.000 progress.py:640(start)
        2    0.000    0.000    0.002    0.001 progress.py:645(stop)
        2    0.000    0.000    0.001    0.000 progress.py:649(__enter__)
        2    0.000    0.000    0.002    0.001 progress.py:653(__exit__)
   232408    0.061    0.000    0.064    0.000 progress.py:661(track)
        2    0.000    0.000    0.000    0.000 progress.py:70(__enter__)
        2    0.000    0.000    0.000    0.000 progress.py:710(start_task)
        2    0.000    0.000    0.002    0.001 progress.py:74(__exit__)
   232408    0.043    0.000    0.110    0.000 progress.py:84(track)
        2    0.000    0.000    0.001    0.001 progress.py:861(refresh)
        8    0.000    0.000    0.001    0.000 progress.py:866(get_renderable)
       16    0.000    0.000    0.001    0.000 progress.py:871(get_renderables)
        8    0.000    0.000    0.001    0.000 progress.py:876(make_tasks_table)
       40    0.000    0.000    0.000    0.000 progress.py:885(<genexpr>)
       20    0.000    0.000    0.000    0.000 progress.py:898(<genexpr>)
        2    0.000    0.000    0.002    0.001 progress.py:914(add_task)
        8    0.000    0.000    0.000    0.000 progress_bar.py:154(__rich_console__)
        4    0.000    0.000    0.000    0.000 progress_bar.py:193(__rich_measure__)
        4    0.000    0.000    0.000    0.000 progress_bar.py:33(__init__)
       48    0.000    0.000    0.000    0.000 protocol.py:4(is_renderable)
 11620500   10.008    0.000   24.653    0.000 queue.py:122(put)
 23357205   16.779    0.000   40.300    0.000 queue.py:154(get)
   116205    0.038    0.000    0.038    0.000 queue.py:206(_init)
 23357205    3.501    0.000    4.801    0.000 queue.py:209(_qsize)
 11620500    2.240    0.000    3.075    0.000 queue.py:213(_put)
 11620500    2.225    0.000    3.017    0.000 queue.py:217(_get)
   116205    0.171    0.000    0.653    0.000 queue.py:34(__init__)
      200    0.000    0.000    0.002    0.000 random.py:791(getrandbits)
       22    0.000    0.000    0.000    0.000 segment.py:148(line)
    88/24    0.000    0.000    0.002    0.000 segment.py:242(split_and_crop_lines)
       58    0.000    0.000    0.000    0.000 segment.py:289(adjust_line_length)
      190    0.000    0.000    0.000    0.000 segment.py:308(<genexpr>)
        4    0.000    0.000    0.000    0.000 segment.py:334(get_line_length)
       32    0.000    0.000    0.000    0.000 segment.py:344(<genexpr>)
        6    0.000    0.000    0.000    0.000 segment.py:346(get_shape)
        8    0.000    0.000    0.000    0.000 segment.py:357(<genexpr>)
       16    0.000    0.000    0.000    0.000 segment.py:360(set_shape)
      160    0.000    0.000    0.000    0.000 segment.py:84(cell_length)
   116305    0.009    0.000    0.009    0.000 shape_base.py:19(_atleast_1d_dispatcher)
   116305    0.108    0.000    0.222    0.000 shape_base.py:23(atleast_1d)
       20    0.000    0.000    0.000    0.000 style.py:206(null)
       66    0.000    0.000    0.000    0.000 style.py:357(__bool__)
       12    0.000    0.000    0.000    0.000 style.py:361(_make_ansi_codes)
        2    0.000    0.000    0.000    0.000 style.py:403(normalize)
       64    0.000    0.000    0.000    0.000 style.py:459(__hash__)
      120    0.000    0.000    0.000    0.000 style.py:472(link)
        2    0.000    0.000    0.000    0.000 style.py:511(parse)
       12    0.000    0.000    0.000    0.000 style.py:615(combine)
       12    0.000    0.000    0.000    0.000 style.py:686(render)
       74    0.000    0.000    0.000    0.000 style.py:724(__add__)
        8    0.000    0.000    0.000    0.000 table.py:151(__init__)
        8    0.000    0.000    0.000    0.000 table.py:216(grid)
       10    0.000    0.000    0.000    0.000 table.py:249(expand)
       12    0.000    0.000    0.000    0.000 table.py:259(_extra_width)
        4    0.000    0.000    0.000    0.000 table.py:274(get_row_style)
       74    0.000    0.000    0.000    0.000 table.py:317(padding)
        4    0.000    0.000    0.000    0.000 table.py:380(add_row)
       16    0.000    0.000    0.000    0.000 table.py:398(add_cell)
       38    0.000    0.000    0.002    0.000 table.py:427(__rich_console__)
        6    0.000    0.000    0.001    0.000 table.py:475(_calculate_column_widths)
        6    0.000    0.000    0.001    0.000 table.py:481(<listcomp>)
        6    0.000    0.000    0.000    0.000 table.py:484(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:510(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:520(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:524(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:539(_collapse_widths)
       12    0.000    0.000    0.000    0.000 table.py:557(<genexpr>)
       20    0.000    0.000    0.000    0.000 table.py:560(<genexpr>)
        4    0.000    0.000    0.000    0.000 table.py:565(<listcomp>)
       84    0.000    0.000    0.000    0.000 table.py:578(_get_cells)
       32    0.000    0.000    0.000    0.000 table.py:593(get_padding)
       28    0.000    0.000    0.000    0.000 table.py:643(_get_padding_width)
       32    0.000    0.000    0.001    0.000 table.py:651(_measure_column)
       38    0.000    0.000    0.001    0.000 table.py:691(_render)
       30    0.000    0.000    0.000    0.000 table.py:697(<genexpr>)
        4    0.000    0.000    0.000    0.000 table.py:779(<listcomp>)
       32    0.000    0.000    0.000    0.000 table.py:81(copy)
       78    0.000    0.000    0.000    0.000 table.py:85(cells)
       12    0.000    0.000    0.000    0.000 text.py:1044(wrap)
       52    0.000    0.000    0.000    0.000 text.py:133(__init__)
       60    0.000    0.000    0.000    0.000 text.py:155(__len__)
        4    0.000    0.000    0.000    0.000 text.py:161(__str__)
       12    0.000    0.000    0.000    0.000 text.py:179(__contains__)
        8    0.000    0.000    0.000    0.000 text.py:217(from_markup)
      104    0.000    0.000    0.000    0.000 text.py:316(plain)
        8    0.000    0.000    0.000    0.000 text.py:338(spans)
       12    0.000    0.000    0.000    0.000 text.py:343(blank_copy)
       16    0.000    0.000    0.000    0.000 text.py:356(copy)
       12    0.000    0.000    0.000    0.000 text.py:531(rstrip_end)
       36    0.000    0.000    0.001    0.000 text.py:554(__rich_console__)
       12    0.000    0.000    0.000    0.000 text.py:579(__rich_measure__)
       24    0.000    0.000    0.000    0.000 text.py:584(<genexpr>)
       28    0.000    0.000    0.000    0.000 text.py:587(<genexpr>)
       36    0.000    0.000    0.000    0.000 text.py:591(render)
       12    0.000    0.000    0.000    0.000 text.py:611(<dictcomp>)
       32    0.000    0.000    0.000    0.000 text.py:616(<genexpr>)
       32    0.000    0.000    0.000    0.000 text.py:617(<genexpr>)
       12    0.000    0.000    0.000    0.000 text.py:630(get_current_style)
       44    0.000    0.000    0.000    0.000 text.py:632(<genexpr>)
       12    0.000    0.000    0.000    0.000 text.py:650(join)
       24    0.000    0.000    0.000    0.000 text.py:662(iter_text)
       20    0.000    0.000    0.000    0.000 text.py:681(<genexpr>)
       24    0.000    0.000    0.000    0.000 text.py:723(truncate)
        8    0.000    0.000    0.000    0.000 text.py:827(append)
       12    0.000    0.000    0.000    0.000 text.py:921(split)
        4    0.000    0.000    0.000    0.000 text.py:965(divide)
        4    0.000    0.000    0.002    0.000 threading.py:1028(join)
        4    0.000    0.000    0.002    0.000 threading.py:1066(_wait_for_tstate_lock)
        6    0.000    0.000    0.000    0.000 threading.py:1147(daemon)
        4    0.000    0.000    0.000    0.000 threading.py:1229(_make_invoke_excepthook)
   116210    0.036    0.000    0.048    0.000 threading.py:1358(current_thread)
   348623    0.428    0.000    0.428    0.000 threading.py:228(__init__)
 34977713    6.204    0.000    8.962    0.000 threading.py:256(__enter__)
 34977713    5.384    0.000    7.293    0.000 threading.py:259(__exit__)
        4    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        4    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
 23241008    3.958    0.000    6.542    0.000 threading.py:271(_is_owned)
        4    0.000    0.000    0.000    0.000 threading.py:280(wait)
 23241004    4.476    0.000   11.017    0.000 threading.py:351(notify)
        4    0.000    0.000    0.000    0.000 threading.py:381(notify_all)
        8    0.000    0.000    0.000    0.000 threading.py:528(__init__)
        8    0.000    0.000    0.000    0.000 threading.py:536(is_set)
        4    0.000    0.000    0.000    0.000 threading.py:542(set)
        4    0.000    0.000    0.000    0.000 threading.py:563(wait)
        4    0.000    0.000    0.000    0.000 threading.py:757(_newname)
        2    0.000    0.000    0.000    0.000 threading.py:775(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 threading.py:785(<listcomp>)
        4    0.000    0.000    0.000    0.000 threading.py:802(__init__)
   116209    0.036    0.000    0.036    0.000 threading.py:82(RLock)
        4    0.000    0.000    0.000    0.000 threading.py:880(start)
        4    0.000    0.000    0.000    0.000 threading.py:992(_stop)
   813420    0.368    0.000    0.527    0.000 transform.py:35(_check_type)
        2    0.000    0.000    0.394    0.197 transform.py:43(updateState)
       12    0.000    0.000    0.000    0.000 typing.py:1065(_get_protocol_attrs)
       10    0.000    0.000    0.000    0.000 typing.py:1082(_is_callable_members_only)
       20    0.000    0.000    0.000    0.000 typing.py:1084(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1141(__instancecheck__)
        2    0.000    0.000    0.000    0.000 typing.py:1200(_proto_hook)
       96    0.000    0.000    0.000    0.000 typing.py:1375(cast)
        4    0.000    0.000    0.000    0.000 typing.py:2069(new_type)
      114    0.000    0.000    0.000    0.000 typing.py:271(inner)
   116205    0.252    0.000    0.310    0.000 uuid.py:138(__init__)
   116205    0.054    0.000    0.054    0.000 uuid.py:333(hex)
   116205    0.109    0.000    0.775    0.000 uuid.py:713(uuid4)
        1    0.000    0.000    0.000    0.000 validation.py:1097(_check_y)
        2    0.000    0.000    0.000    0.000 validation.py:1120(column_or_1d)
      301    0.009    0.000    0.024    0.000 validation.py:1161(check_random_state)
 12550123    8.810    0.000   63.813    0.000 validation.py:1276(check_is_fitted)
 12550123   24.073    0.000   48.802    0.000 validation.py:1340(<listcomp>)
      500    0.000    0.000    0.001    0.000 validation.py:1375(check_scalar)
      100    0.000    0.000    0.016    0.000 validation.py:1670(_check_sample_weight)
   813421    0.157    0.000    0.210    0.000 validation.py:1824(_get_feature_names)
 12433821   10.438    0.000   14.202    0.000 validation.py:257(_num_features)
   813628    0.975    0.000    2.185    0.000 validation.py:310(_num_samples)
        3    0.000    0.000    0.000    0.000 validation.py:373(check_consistent_length)
        3    0.000    0.000    0.000    0.000 validation.py:384(<listcomp>)
   813522    0.271    0.000    0.390    0.000 validation.py:561(_ensure_no_complex_data)
   813522    0.176    0.000    0.229    0.000 validation.py:571(_check_estimator_name)
   813522    3.459    0.000   18.894    0.000 validation.py:619(check_array)
   813522    2.278    0.000    8.130    0.000 validation.py:93(_assert_all_finite)
        1    0.000    0.000    0.020    0.020 validation.py:949(check_X_y)
   813728    0.343    0.000    1.235    0.000 warnings.py:165(simplefilter)
   813728    0.509    0.000    0.860    0.000 warnings.py:181(_add_filter)
   813728    0.282    0.000    0.282    0.000 warnings.py:437(__init__)
   813728    0.536    0.000    0.577    0.000 warnings.py:458(__enter__)
   813728    0.344    0.000    0.377    0.000 warnings.py:477(__exit__)
      620    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10519b2b8}
   931546    0.296    0.000    0.621    0.000 {built-in method _abc._abc_instancecheck}
814565/814548    0.201    0.000    0.201    0.000 {built-in method _abc._abc_subclasscheck}
      100    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
      500    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
   232421    0.039    0.000    0.039    0.000 {built-in method _thread.allocate_lock}
   116210    0.012    0.000    0.012    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
  2441184    0.111    0.000    0.111    0.000 {built-in method _warnings._filters_mutated}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       52    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      510    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000  750.594  750.594 {built-in method builtins.exec}
342348193   24.742    0.000   24.742    0.000 {built-in method builtins.getattr}
129807900   10.359    0.000   10.359    0.000 {built-in method builtins.hasattr}
     8449    0.000    0.000    0.000    0.000 {built-in method builtins.id}
57650538/57650536    4.359    0.000    5.146    0.000 {built-in method builtins.isinstance}
  2441392    0.208    0.000    0.208    0.000 {built-in method builtins.issubclass}
116431/116419    0.009    0.000    0.009    0.000 {built-in method builtins.iter}
165360832   11.439    0.000   13.820    0.000 {built-in method builtins.len}
 12550779    1.577    0.000    1.577    0.000 {built-in method builtins.max}
   116443    0.029    0.000    0.029    0.000 {built-in method builtins.min}
 23473508    3.780    0.000   31.503    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.round}
116206100    8.028    0.000    8.028    0.000 {built-in method builtins.setattr}
      620    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
  107/106    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
 12550123    1.343    0.000    1.343    0.000 {built-in method builtins.vars}
   116405    0.026    0.000    0.026    0.000 {built-in method from_bytes}
       16    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
4183491/2440455    6.145    0.000   14.477    0.000 {built-in method numpy.array}
   930245    0.087    0.000    0.087    0.000 {built-in method numpy.asanyarray}
   813730    0.244    0.000    0.244    0.000 {built-in method numpy.asarray}
      101    0.013    0.000    0.013    0.000 {built-in method numpy.ascontiguousarray}
1976974/1976873    1.141    0.000    7.071    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   116612    0.082    0.000    0.082    0.000 {built-in method numpy.empty}
      804    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      402    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
   116306    0.051    0.000    0.051    0.000 {built-in method numpy.zeros}
       32    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
   116405    0.357    0.000    0.357    0.000 {built-in method posix.urandom}
      500    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       22    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
 23473410    1.594    0.000    1.594    0.000 {built-in method time.time}
      200    0.010    0.000    0.010    0.000 {function SeedSequence.generate_state at 0x106357790}
      102    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
      404    0.236    0.001    0.236    0.001 {method '__deepcopy__' of 'numpy.ndarray' objects}
 34977713    2.758    0.000    2.758    0.000 {method '__enter__' of '_thread.lock' objects}
 46598299    3.411    0.000    3.411    0.000 {method '__exit__' of '_thread.RLock' objects}
 46598115    2.997    0.000    2.997    0.000 {method '__exit__' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {method '__getitem__' of 'list' objects}
      203    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      100    0.137    0.001    0.137    0.001 {method '__setstate__' of 'sklearn.tree._tree.Tree' objects}
 23241024    2.585    0.000    2.585    0.000 {method 'acquire' of '_thread.lock' objects}
       18    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
 11620504    0.835    0.000    0.835    0.000 {method 'append' of 'collections.deque' objects}
   589225    0.028    0.000    0.028    0.000 {method 'append' of 'list' objects}
   116204    0.098    0.000    0.098    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      101    1.090    0.011    1.090    0.011 {method 'argsort' of 'numpy.ndarray' objects}
      100    0.022    0.000    0.022    0.000 {method 'astype' of 'numpy.ndarray' objects}
      100   55.226    0.552   55.226    0.552 {method 'build' of 'sklearn.tree._tree.DepthFirstTreeBuilder' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
 24054686    2.045    0.000    2.045    0.000 {method 'copy' of 'dict' objects}
   116205    0.014    0.000    0.014    0.000 {method 'count' of 'list' objects}
   116305    0.297    0.000    0.297    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       42    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
220790428   18.864    0.000   18.864    0.000 {method 'endswith' of 'str' objects}
11620568/11620532    0.588    0.000    0.590    0.000 {method 'extend' of 'list' objects}
       32    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
      207    0.032    0.000    0.032    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
  2583299    0.178    0.000    0.178    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.040    0.020    0.040    0.020 {method 'index' of 'list' objects}
 12434228    0.955    0.000    0.955    0.000 {method 'insert' of 'list' objects}
       76    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
     6500    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
  3603692    0.182    0.000    0.182    0.000 {method 'items' of 'dict' objects}
       51    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
   813432    0.054    0.000    0.054    0.000 {method 'keys' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       56    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
     1142    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      103    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
 11620514    0.819    0.000    0.819    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
 11620500    0.792    0.000    0.792    0.000 {method 'popleft' of 'collections.deque' objects}
 11620400   49.814    0.000   52.292    0.000 {method 'predict' of 'sklearn.tree._tree.Tree' objects}
      200    0.206    0.001    0.208    0.001 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
 12434429   15.574    0.000   15.574    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       12    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
   813748    0.234    0.000    0.234    0.000 {method 'remove' of 'list' objects}
   929623    0.251    0.000    0.251    0.000 {method 'reshape' of 'numpy.ndarray' objects}
 12434043    1.563    0.000    1.563    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      106    1.015    0.010    1.015    0.010 {method 'sort' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
 74720092    5.884    0.000    5.884    0.000 {method 'startswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
 11620400    3.057    0.000   19.261    0.000 {method 'sum' of 'numpy.ndarray' objects}
   116204    0.048    0.000    0.048    0.000 {method 'take' of 'numpy.ndarray' objects}
   232408    0.032    0.000    0.032    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
 23822117    2.120    0.000    2.120    0.000 {method 'update' of 'dict' objects}
  1394474    0.082    0.000    0.082    0.000 {method 'values' of 'dict' objects}
      500    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}


Accuracy: 0.9550
{464809: {'model': RandomForestClassifier(), 'train_acc': 1.0}}
